id,day,words,links
781,781,"[""GLASS"",""KING"",""QUEEN"",""MATE"",""CHUM"",""FLY"",""GNAT"",""GNOME""]","[""RADIO HALL OF FAME MEMBERS"",""MATTRESS SIZES"",""CHESS TERMS"",""FRIEND"",""FISHING TERMS"",""WINGED INSECTS"",""SILENT “G”""]"
782,782,"[""FEATURE"",""HALLMARK"",""BET"",""STAKE"",""MIRROR"",""PARROT"",""COPY"",""CUT""]","[""TRADEMARK"",""CABLE CHANNELS"",""WAGER"",""ANTI-VAMPIRE"",""IMITATE"",""SYNONYMS FOR IMITATE"",""EDIT MENU COMMANDS""]"
783,783,"[""BOAT"",""TRAIN"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON""]","[""MODES OF TRANSPORTATION"",""BRIDAL ACCESSORIES"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS""]"
784,784,"[""BONG"",""STONE"",""PECK"",""X"",""TICK"",""SPIDER"",""SUPER"",""AWFUL""]","[""BEST DIRECTOR OSCAR WINNERS"",""IMPERIAL UNITS"",""KISS"",""SELECT, AS A BOX ON A FORM"",""ARACHNIDS"",""___ MAN SUPERHEROES"",""EXTREMELY""]"
785,785,"[""HIGH FIVE"",""WAVE"",""BITE"",""ZIP"",""TIFF"",""ROW"",""PIE"",""CAKE""]","[""GREETING GESTURES"",""SOUND ___"",""PIQUANCY"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS"",""DESSERTS""]"
786,786,"[""BROADWAY"",""PARK"",""DRIVE"",""SPUR"",""EGG"",""ROSE"",""HEART"",""KIDNEY""]","[""AVENUES IN N.Y.C."",""AUTOMATIC TRANSMISSION SETTINGS"",""IMPEL"",""ENCOURAGE, WITH \""ON\"""",""ONE IN A DOZEN"",""SEEN ON VALENTINE’S DAY"",""ORGANS""]"
787,787,"[""GAP"",""LIGHT"",""TORCH"",""CROWN"",""MELON"",""BEAN"",""PEANUT"",""CORN""]","[""___ YEAR"",""IGNITE"",""STATUE OF LIBERTY FEATURES"",""SLANG FOR HEAD"",""FOOD SLANG FOR HEAD"",""MR. ___"",""KINDS OF COOKING OIL""]"
788,788,"[""BADGER"",""BUG"",""TAP"",""PINCH"",""DASH"",""BOLT"",""ZIP"",""TIFF""]","[""PESTER"",""HIDDEN LISTENING DEVICES"",""TOUCHSCREEN GESTURES"",""LITTLE BIT, IN A RECIPE"",""RUN QUICKLY"",""MOVE QUICKLY"",""FILE EXTENSIONS""]"
789,789,"[""BREAD"",""GARLIC"",""MIRROR"",""PARROT"",""COPY"",""CUT"",""TRACK"",""HUNT""]","[""GARLIC BREAD INGREDIENTS"",""ANTI-VAMPIRE"",""IMITATE"",""SYNONYMS FOR IMITATE"",""EDIT MENU COMMANDS"",""SONG"",""PURSUE""]"
790,790,"[""CROC"",""LOAFER"",""PUMP"",""SLIDE"",""SWING"",""HUSTLE"",""CON"",""FOOL""]","[""COMFY SHOES"",""FOOTWEAR"",""SHOES"",""PLAYGROUND FIXTURES"",""DANCES"",""SCAM"",""DECEIVE""]"
791,791,"[""DIM"",""QUART"",""CUP"",""LID"",""COVER"",""PAGE"",""LEAF"",""BUD""]","[""STARTS OF U.S. COINS"",""UNITS OF VOLUME"",""COFFEE COUNTER ITEMS"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK"",""FLOWER PARTS""]"
792,792,"[""BLAST"",""TRASH"",""CRUSH"",""MUG"",""TEE"",""TANK"",""MASK"",""JACKET""]","[""CRITICIZE"",""DEFEAT BADLY"",""SODA BRANDS"",""COMMON SWAG ITEMS"",""TOPS"",""SCUBA GEAR"",""FENCING EQUIPMENT""]"
793,793,"[""CAVITY"",""CROWN"",""MELON"",""BEAN"",""PEANUT"",""CORN"",""BEET"",""CARDINAL""]","[""DENTAL TERMS"",""SLANG FOR HEAD"",""FOOD SLANG FOR HEAD"",""MR. ___"",""KINDS OF COOKING OIL"",""VEGETABLES"",""THINGS THAT ARE RED""]"
794,794,"[""FIRE"",""LIT"",""HIGH"",""ROCKY"",""SHOW"",""PRESENT"",""FUTURE"",""COMMON""]","[""COOL, IN SLANG"",""STONED"",""___ ROAD"",""ROCKY HORROR PICTURE SHOW"",""MAKE PUBLIC"",""GRAMMAR TENSE TERMS"",""RAPPERS""]"
795,795,"[""KITTEN"",""CUBAN"",""SUB"",""HERO"",""GREAT"",""GIANT"",""WOLF"",""SCARF""]","[""KINDS OF HEELS"",""SANDWICHES"",""LONG SANDWICHES"",""ALL-TIMER"",""ENORMOUS"",""FAIRY TALE FIGURES"",""SYNONYMS FOR EAT""]"
796,796,"[""HURDLE"",""HAMMER"",""SAW"",""RING"",""TRAIN"",""BOAT"",""CAR"",""BUS""]","[""TRACK AND FIELD EQUIPMENT"",""TOOLS"",""HORROR FRANCHISES"",""BRIDAL ACCESSORIES"",""MODES OF TRANSPORTATION"",""MEANS OF TRANSPORTATION""]"
797,797,"[""minute"",""hour"",""sour"",""sweet"",""nice"",""cork"",""paper"",""large""]","[""Time"",""Rhyme"",""Taste"",""Cool!"",""Cities"",""Made from trees"",""Slang for money""]"
798,798,"[""HIVE"",""DEN"",""STUDY"",""TRAIN"",""RING"",""SAW"",""GEAR"",""HANDLEBAR""]","[""ANIMAL HOMES"",""ROOMS IN A HOUSE"",""WAYS TO PREPARE"",""BRIDAL ACCESSORIES"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS""]"
799,799,"[""APOLOGIES"",""SORRY"",""RISK"",""STAKE"",""MIRROR"",""PARROT"",""COPY"",""CUT""]","[""“MY MISTAKE!”"",""BOARD GAMES"",""WAGER"",""ANTI-VAMPIRE"",""IMITATE"",""SYNONYMS FOR IMITATE"",""EDIT MENU COMMANDS""]"
800,800,"[""CHAIN"",""SCARLET"",""GREEN"",""ICE"",""SUGAR"",""BOO"",""TOM"",""BULL""]","[""___ LETTER"",""CLUE CHARACTERS"",""___LAND"",""CUBE-SHAPED"",""TERMS OF ENDEARMENT"",""___-___"",""MALE ANIMALS""]"
801,801,"[""EXPRESSION"",""MANNER"",""STYLE"",""BUSINESS"",""BONE"",""STORM"",""BLADE"",""LOST BOYS""]","[""ART MOVEMENTS, WITH -ISM"",""APPEARANCE"",""NEWSPAPER SECTIONS"",""FUNNY ___"",""T-___"",""SUPERHEROES""]"
802,802,"[""CHEDDAR"",""PAPER"",""ROCK"",""MET"",""CUB"",""KID"",""JOSH"",""ROB""]","[""SLANG FOR MONEY"",""ROCK PAPER SCISSORS"",""___ OPERA"",""M.L.B. TEAM MEMBER"",""BABY ANIMALS"",""PLAYFULLY BOTHER"",""NICKNAMES THAT ARE VERBS""]"
803,803,"[""GOLF COURSE"",""CHAIN"",""TRAIN"",""RING"",""SAW"",""GEAR"",""HANDLEBAR"",""HORSESHOE""]","[""THINGS WITH LINKS"",""SEQUENCE"",""BRIDAL ACCESSORIES"",""HORROR FRANCHISES"",""THINGS WITH TEETH"",""BIKE PARTS"",""MUSTACHES""]"
804,804,"[""BISHOP"",""QUEEN"",""KING"",""PRINCE"",""WAYNE"",""BABY"",""SPEECH"",""WATER""]","[""CHESS TERMS"",""MATTRESS SIZES"",""ROYAL TITLES"",""SUPERHERO LAST NAMES"",""LIL ___ RAPPERS"",""THINGS THAT ARE DELIVERED"",""___ BALLOON""]"
805,805,"[""FRY"",""WONDER"",""SEA"",""ARE"",""YOU"",""US"",""W"",""ALLURE""]","[""SMALL ___"",""MEMBERS OF A SEPTET"",""LETTER HOMOPHONES"",""WORDS ABBREVIATED WITH LETTERS"",""PRONOUNS"",""MAGAZINES""]"
806,806,"[""IRON"",""BOOT"",""PUMP"",""SLIDE"",""SWING"",""HUSTLE"",""CON"",""FOOL""]","[""ORIGINAL MONOPOLY TOKENS"",""FOOTWEAR"",""SHOES"",""PLAYGROUND FIXTURES"",""DANCES"",""SCAM"",""DECEIVE""]"
807,807,"[""COUPLE"",""TIE"",""SCARF"",""WOLF"",""PRINCESS"",""MUSHROOM"",""STAR"",""SILVER""]","[""CONNECT"",""NECKWEAR"",""SYNONYMS FOR EAT"",""FAIRY TALE FIGURES"",""SUPER MARIO-RELATED"",""POWER-UPS IN SUPER MARIO WORLD"",""___ FISH THAT AREN’T FISH""]"
808,808,"[""BLACK WIDOW"",""STORM"",""BONE"",""LOCK"",""SECURE"",""LAND"",""PERCH"",""SHARK""]","[""SUPERHEROES"",""T-___"",""THINGS TO PICK"",""ASSURE, AS A WIN"",""OBTAIN"",""COME DOWN TO REST"",""FISH""]"
809,809,"[""DUKE"",""BROWN"",""VIOLET"",""ROSE"",""EGG"",""ISLAND"",""BAR"",""BELL""]","[""UNIVERSITIES"",""COLORS"",""FLOWERS"",""ONE IN A DOZEN"",""EASTER ___"",""LAND SURROUNDED BY WATER"",""SLOT MACHINE SYMBOLS""]"
810,810,"[""CENTURY"",""YEAR"",""BULB"",""HEAD"",""CAN"",""GO"",""CHANCE"",""CAT""]","[""TIME PERIODS"",""LIGHT ___"",""UNITS OF VEGETABLES"",""SLANG FOR TOILET"",""DANCES WHEN DOUBLED"",""MONOPOLY SQUARES"",""FAT ___""]"
811,811,"[""FIN"",""GREEN"",""SCARLET"",""LOVE"",""RIGHT"",""YES"",""GENESIS"",""DREAMCAST""]","[""___LAND"",""CLUE CHARACTERS"",""___ LETTER"",""___ TRIANGLE"",""RESPONSE TO A CORRECT ANSWER"",""CLASSIC ROCK BANDS""]"
812,812,"[""COMPUTER"",""SUPER"",""SPIDER"",""TICK"",""X"",""PECK"",""STONE"",""FORD""]","[""THEY HAVE KEYS"",""___ MAN SUPERHEROES"",""ARACHNIDS"",""SELECT, AS A BOX ON A FORM"",""KISS"",""IMPERIAL UNITS"",""BEST DIRECTOR OSCAR WINNERS""]"
813,813,"[""BAD"",""FLY"",""MOTH"",""WOLF"",""SCARF"",""TIE"",""LINK"",""SONIC""]","[""COOL, IN ’80S SLANG"",""WINGED INSECTS"",""NOCTURNAL ANIMALS"",""SYNONYMS FOR EAT"",""NECKWEAR"",""CONNECTION"",""VIDEO GAME CHARACTERS""]"
814,814,"[""ESSENCE"",""SOUL"",""FUNK"",""TANG"",""BITE"",""WAVE"",""SHAKE"",""MALT""]","[""INHERENT NATURE"",""MUSIC GENRES"",""STRONG SMELL"",""PIQUANCY"",""SOUND ___"",""GREETING GESTURES"",""SODA FOUNTAIN ORDERS""]"
815,815,"[""SMASH"",""HIT"",""RUN"",""SPLIT"",""GLASS"",""PAPER"",""ROCK"",""MET""]","[""BOX OFFICE VICTORY"",""BASEBALL STATS"",""DEPART QUICKLY"",""M. NIGHT SHYAMALAN MOVIES"",""RECYCLING CATEGORIES"",""ROCK PAPER SCISSORS"",""___ OPERA""]"
816,816,"[""LUCKY"",""POP"",""DADA"",""POPPY"",""BEET"",""CARROT"",""POUND"",""BISHOP""]","[""CEREAL MASCOTS"",""ART MOVEMENTS"",""FAMILIAL NICKNAMES"",""THINGS THAT ARE RED"",""VEGETABLES"",""___ CAKE"",""AMERICAN POETS""]"
817,817,"[""CLUE"",""LIFE"",""DUST"",""VACUUM"",""STRAW"",""LID"",""COVER"",""PAGE""]","[""“GET A ___!”"",""___ JACKET"",""CLEANING VERBS"",""THINGS THAT SUCK"",""COFFEE COUNTER ITEMS"",""COVERINGS"",""PARTS OF A BOOK""]"
818,818,"[""HANDSOME"",""LEGEND"",""HERO"",""SUB"",""CLUB"",""HEART"",""KIDNEY"",""LIMA""]","[""WORDS BEGINNING WITH BODY PARTS"",""ALL-TIMER"",""LONG SANDWICHES"",""SANDWICHES"",""PLAYING CARD SUITS"",""ORGANS"",""BEANS""]"
819,819,"[""PRETTY"",""AWFUL"",""SUPER"",""SPIDER"",""TICK"",""X"",""PECK"",""STONE""]","[""ADJECTIVE INTENSIFIERS"",""EXTREMELY"",""___ MAN SUPERHEROES"",""ARACHNIDS"",""SELECT, AS A BOX ON A FORM"",""KISS"",""IMPERIAL UNITS""]"
820,820,"[""LAGOS"",""LINCOLN"",""FORD"",""STONE"",""PECK"",""X"",""TICK"",""SPIDER""]","[""CITIES BEGINNING WITH “L”"",""PRESIDENTS"",""BEST DIRECTOR OSCAR WINNERS"",""IMPERIAL UNITS"",""KISS"",""SELECT, AS A BOX ON A FORM"",""ARACHNIDS""]"
821,821,"[""ANIMAL"",""SPY"",""MOLE"",""SECOND"",""FLASH"",""STORM"",""REX"",""SPOT""]","[""WHAT A MOLE CAN BE"",""ONE INVOLVED IN ESPIONAGE"",""UNITS OF MEASURE"",""BLINK OF AN EYE"",""SUPERHEROES"",""T-___"",""CLASSIC DOG NAMES""]"
822,822,"[""GIF"",""TIFF"",""ROW"",""PIE"",""CAKE"",""COVER"",""PAGE"",""LEAF""]","[""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS"",""DESSERTS"",""“C” WORDS FOR “ENVELOP”"",""PARTS OF A BOOK"",""PAPER IN A BOOK""]"
823,823,"[""DREW"",""ROSE"",""EGG"",""ISLAND"",""BAR"",""BELL"",""GHOST"",""SPIRIT""]","[""IRREGULAR VERBS"",""ONE IN A DOZEN"",""EASTER ___"",""LAND SURROUNDED BY WATER"",""SLOT MACHINE SYMBOLS"",""___ PEPPER"",""APPARITIONS""]"
824,824,"[""DUPE"",""CON"",""HUSTLE"",""SWING"",""SLIDE"",""PUMP"",""BOOT"",""IRON""]","[""DECEIVE"",""SCAM"",""DANCES"",""PLAYGROUND FIXTURES"",""SHOES"",""FOOTWEAR"",""ORIGINAL MONOPOLY TOKENS""]"
825,825,"[""MINI"",""BABY"",""WAYNE"",""PRINCE"",""KING"",""QUEEN"",""MATE"",""CHUM""]","[""MODIFIERS MEANING “SMALL”"",""LIL ___ RAPPERS"",""SUPERHERO LAST NAMES"",""ROYAL TITLES"",""MATTRESS SIZES"",""CHESS TERMS"",""FRIEND""]"
826,826,"[""CANYON"",""PASS"",""TICKET"",""SPORTS"",""DUST"",""VACUUM"",""STRAW"",""CUP""]","[""AREAS BETWEEN MOUNTAINS AND HILLS"",""CREDENTIALS FOR ENTRY"",""“E-” THINGS"",""___ JACKET"",""CLEANING VERBS"",""THINGS THAT SUCK"",""COFFEE COUNTER ITEMS""]"
827,827,"[""MUNICH"",""CHICAGO"",""CABARET"",""COMPANY"",""HAIR"",""STATE"",""CATFISH"",""CARP""]","[""MOVIE TITLE CITIES"",""MUSICALS BEGINNING WITH “C”"",""TONY WINNERS FOR BEST MUSICAL"",""MUSICALS"",""HEAD OF ___"",""MTV SHOWS"",""FISH THAT ARE VERBS""]"
828,828,"[""DALMATIAN"",""BOXER"",""TONG"",""CUB"",""KID"",""JOSH"",""ROB"",""PINCH""]","[""DOG BREEDS"",""SINGULAR OF THINGS SEEN IN PAIRS"",""COUNTRIES WHEN “A” IS ADDED"",""BABY ANIMALS"",""PLAYFULLY BOTHER"",""NICKNAMES THAT ARE VERBS"",""THIEVE""]"
829,829,"[""CANVAS"",""BRUSH"",""KISS"",""BALL"",""OUT"",""COPY"",""PARROT"",""MIRROR""]","[""PAINTING ACCESSORIES"",""TOUCH LIGHTLY"",""HAPPY NEW YEAR!"",""BASEBALL CALLS"",""RADIO LINGO"",""SYNONYMS FOR IMITATE"",""IMITATE""]"
830,830,"[""CROP"",""POLO"",""CRICKET"",""VAMPIRE"",""VACUUM"",""DUST"",""SPORTS"",""TICKET""]","[""SHIRTS"",""SPORTS"",""___ BAT"",""THINGS THAT SUCK"",""CLEANING VERBS"",""___ JACKET"",""“E-” THINGS""]"
831,831,"[""ELASTIC"",""PLASTIC"",""PAPER"",""ROCK"",""MET"",""CUB"",""KID"",""JOSH""]","[""FLEXIBLE"",""RECYCLING CATEGORIES"",""ROCK PAPER SCISSORS"",""___ OPERA"",""M.L.B. TEAM MEMBER"",""BABY ANIMALS"",""PLAYFULLY BOTHER""]"
832,832,"[""IODINE"",""ONE"",""ROOT"",""TRUNK"",""BEAK"",""WING"",""FRY"",""WONDER""]","[""WHAT “I” MIGHT MEAN"",""SQUARE ___"",""TREE FEATURES"",""ANIMAL NOSES"",""BIRD FEATURES"",""APPETIZER UNIT"",""SMALL ___""]"
833,833,"[""DOUBT"",""SHADOW"",""TRACK"",""HUNT"",""SMART"",""MARS"",""CRUNCH"",""KANGAROO""]","[""THINGS THAT ARE CAST"",""FOLLOW"",""PURSUE"",""FICTIONAL SPIES"",""TV SHOW TITLE SURNAMES"",""CHOCOLATE BARS"",""“CAPTAINS”""]"
834,834,"[""CHROME"",""EDGE"",""WORD"",""SALMON"",""WALK"",""RUN"",""SPLIT"",""GLASS""]","[""WEB BROWSERS"",""MICROSOFT PRODUCTS"",""___ LADDER"",""SILENT “L”"",""BASEBALL STATS"",""DEPART QUICKLY"",""M. NIGHT SHYAMALAN MOVIES""]"
835,835,"[""BLOCKS"",""TOP"",""COVER"",""PAGE"",""LEAF"",""BUD"",""CHUM"",""FLY""]","[""CLASSIC TOYS"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK"",""FLOWER PARTS"",""FRIEND"",""FISHING TERMS""]"
836,836,"[""AMP"",""PUMP"",""BOOT"",""IRON"",""SPIDER"",""TICK"",""X"",""PECK""]","[""EXCITE, WITH “UP”"",""FOOTWEAR"",""ORIGINAL MONOPOLY TOKENS"",""___ MAN SUPERHEROES"",""ARACHNIDS"",""SELECT, AS A BOX ON A FORM"",""KISS""]"
837,837,"[""COOP"",""PEN"",""QUART"",""CUP"",""LID"",""COVER"",""PAGE"",""LEAF""]","[""FARM FIXTURES"",""STARTS OF U.S. COINS"",""UNITS OF VOLUME"",""COFFEE COUNTER ITEMS"",""COVERINGS"",""PARTS OF A BOOK"",""PAPER IN A BOOK""]"
838,838,"[""HOLD"",""PUNT"",""SNAP"",""ZIP"",""TIFF"",""ROW"",""PIE"",""CAKE""]","[""POSTPONE"",""AMERICAN FOOTBALL ACTIONS"",""FASTENING VERBS"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS"",""DESSERTS""]"
839,839,"[""GUM"",""CHOCOLATE"",""HEART"",""KIDNEY"",""LIMA"",""POLISH"",""FILE"",""HAMMER""]","[""CANDY STORE TREATS"",""SEEN ON VALENTINE’S DAY"",""ORGANS"",""BEANS"",""WORDS WITH TWO PRONUNCIATIONS"",""MANICURE STEPS"",""TOOLS""]"
840,840,"[""HANDLEBAR"",""HORSESHOE"",""MOON"",""PLANET"",""CRUNCH"",""MARS"",""SMART"",""HUNT""]","[""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS"",""CELESTIAL OBJECTS"",""“CAPTAINS”"",""CHOCOLATE BARS"",""TV SHOW TITLE SURNAMES"",""FICTIONAL SPIES""]"
841,841,"[""CLOVER"",""HORSESHOE"",""HANDLEBAR"",""GEAR"",""SAW"",""RING"",""TRAIN"",""CAR""]","[""LUCKY CHARMS MARSHMALLOWS"",""MUSTACHES"",""BIKE PARTS"",""THINGS WITH TEETH"",""HORROR FRANCHISES"",""BRIDAL ACCESSORIES"",""MODES OF TRANSPORTATION""]"
842,842,"[""BAMBOO"",""DRAGON"",""RABBIT"",""KNIFE"",""WRENCH"",""JERK"",""DOG"",""ARROW""]","[""MAHJONG TILES"",""CHINESE ZODIAC ANIMALS"",""JACK ___"",""WEAPONS IN THE GAME CLUE"",""PULL"",""BADDIE"",""“POINTERS”""]"
843,843,"[""CHANNEL"",""MEDIUM"",""MEAL"",""ROOT"",""TRUNK"",""BEAK"",""WING"",""FRY""]","[""METHOD"",""HAPPY ___"",""SQUARE ___"",""TREE FEATURES"",""ANIMAL NOSES"",""BIRD FEATURES"",""APPETIZER UNIT""]"
844,844,"[""ITEM"",""COUPLE"",""TIE"",""SCARF"",""WOLF"",""PRINCESS"",""MUSHROOM"",""STAR""]","[""ROMANTIC TWOSOME"",""CONNECT"",""NECKWEAR"",""SYNONYMS FOR EAT"",""FAIRY TALE FIGURES"",""SUPER MARIO-RELATED"",""POWER-UPS IN SUPER MARIO WORLD""]"
845,845,"[""CANDLESTICK"",""KNIFE"",""RABBIT"",""HORSE"",""VAULT"",""SPRING"",""TAP"",""PINCH""]","[""WEAPONS IN THE GAME CLUE"",""JACK ___"",""CHINESE ZODIAC ANIMALS"",""GYMNASTICS APPARATUS"",""JUMP INTO THE AIR"",""WATER SOURCES"",""TOUCHSCREEN GESTURES""]"
846,846,"[""GEAR"",""HANDLEBAR"",""HORSESHOE"",""MOON"",""PLANET"",""CRUNCH"",""MARS"",""SMART""]","[""BIKE PARTS"",""MUSTACHES"",""LUCKY CHARMS MARSHMALLOWS"",""CELESTIAL OBJECTS"",""“CAPTAINS”"",""CHOCOLATE BARS"",""TV SHOW TITLE SURNAMES""]"
847,847,"[""COBBLER"",""CAKE"",""COVER"",""PAGE"",""LEAF"",""BUD"",""CHUM"",""FLY""]","[""DESSERTS"",""“C” WORDS FOR “ENVELOP”"",""PARTS OF A BOOK"",""PAPER IN A BOOK"",""FLOWER PARTS"",""FRIEND"",""FISHING TERMS""]"
848,848,"[""FOUNTAIN"",""TAP"",""PINCH"",""DASH"",""BOLT"",""ZIP"",""TIFF"",""ROW""]","[""WATER SOURCES"",""TOUCHSCREEN GESTURES"",""LITTLE BIT, IN A RECIPE"",""RUN QUICKLY"",""MOVE QUICKLY"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT""]"
849,849,"[""BILL"",""TAB"",""OPTION"",""BOND"",""HUNT"",""STALK"",""BUD"",""MATE""]","[""THINGS TO PAY"",""KEYBOARD KEYS"",""INVESTMENTS"",""FICTIONAL SPIES"",""PURSUE"",""FLOWER PARTS"",""FRIEND""]"
850,850,"[""SHOUT"",""WAVE"",""BITE"",""ZIP"",""TIFF"",""ROW"",""PIE"",""CAKE""]","[""WAYS TO GET ATTENTION"",""SOUND ___"",""PIQUANCY"",""FILE EXTENSIONS"",""SYNONYMS FOR ARGUMENT"",""HOMOPHONES OF GREEK LETTERS"",""DESSERTS""]"
851,851,"[""BOUND"",""VAULT"",""HORSE"",""RABBIT"",""POT"",""CROCK"",""BUNK"",""CANOPY""]","[""JUMP INTO THE AIR"",""GYMNASTICS APPARATUS"",""CHINESE ZODIAC ANIMALS"",""JACK ___"",""COOKWEAR"",""NONSENSE""]"
852,852,"[""LYME"",""PAIR"",""DOZEN"",""JOKE"",""SKETCH"",""BLACK"",""FAT"",""HOUSE""]","[""FRUIT HOMOPHONES"",""WORDS FOR SPECIFIC QUANTITIES"",""DIRTY ___"",""COMEDIAN’S OUTPUT"",""___ COMEDY"",""WORDS BEFORE DAYS OF THE WEEK"",""___ CAT""]"
853,853,"[""BABY"",""WAYNE"",""PRINCE"",""KING"",""QUEEN"",""MATE"",""CHUM"",""FLY""]","[""LIL ___ RAPPERS"",""SUPERHERO LAST NAMES"",""ROYAL TITLES"",""MATTRESS SIZES"",""CHESS TERMS"",""FRIEND"",""FISHING TERMS""]"
854,854,"[""GENESIS"",""YES"",""RIGHT"",""LOVE"",""BOO"",""SUGAR"",""ICE"",""GREEN""]","[""CLASSIC ROCK BANDS"",""RESPONSE TO A CORRECT ANSWER"",""___ TRIANGLE"",""DARLING"",""TERMS OF ENDEARMENT"",""CUBE-SHAPED"",""___LAND""]"
855,855,"[""DEAR"",""HAIR"",""COMPANY"",""FIRM"",""SOLID"",""GAS"",""WATER"",""FIRE""]","[""ANIMAL HOMOPHONES"",""MUSICALS"",""COMMERCIAL ORGANIZATION"",""SET, AS PLANS"",""STATES OF MATTER"",""MONTHLY BILLS"",""CLASSICAL ELEMENTS""]"
856,856,"[""BATH"",""CARD"",""HEART"",""KIDNEY"",""LIMA"",""POLISH"",""FILE"",""HAMMER""]","[""THINGS YOU CAN DRAW"",""SEEN ON VALENTINE’S DAY"",""ORGANS"",""BEANS"",""WORDS WITH TWO PRONUNCIATIONS"",""MANICURE STEPS"",""TOOLS""]"
857,857,"[""BEAUTY"",""GEM"",""CAN"",""HEAD"",""STALK"",""HUNT"",""SMART"",""BRIGHT""]","[""SOMETHING EXEMPLARY"",""ZODIAC SIGN BEGINNINGS"",""SLANG FOR TOILET"",""UNITS OF VEGETABLES"",""PURSUE"",""FICTIONAL SPIES"",""INTELLIGENT""]"
858,858,"[""BASE"",""BOTTOM"",""TAIL"",""TRACK"",""HUNT"",""SMART"",""BRIGHT"",""FLASHY""]","[""LOWEST POINT"",""BUTT"",""FOLLOW"",""PURSUE"",""FICTIONAL SPIES"",""INTELLIGENT""]"
859,859,"[""BEANBAG"",""CLUB"",""SUB"",""HERO"",""GREAT"",""GIANT"",""WOLF"",""SCARF""]","[""THINGS A JUGGLER JUGGLES"",""SANDWICHES"",""LONG SANDWICHES"",""ALL-TIMER"",""ENORMOUS"",""FAIRY TALE FIGURES"",""SYNONYMS FOR EAT""]"
860,860,"[""CHECKERS"",""SONIC"",""LINK"",""TIE"",""SCARF"",""WOLF"",""PRINCESS"",""MUSHROOM""]","[""FAST FOOD CHAINS"",""VIDEO GAME CHARACTERS"",""CONNECTION"",""NECKWEAR"",""SYNONYMS FOR EAT"",""FAIRY TALE FIGURES"",""SUPER MARIO-RELATED""]"
861,861,"[""CURRY"",""BIRD"",""AIRPLANE"",""THEM"",""US"",""OK"",""LA"",""DO""]","[""N.B.A. GREATS"",""THINGS WITH WINGS"",""MOVIES WITH “!”"",""PRONOUNS"",""MAGAZINES"",""STATE ABBREVIATIONS""]"
862,862,"[""callaloo"",""connections"",""mini"",""toy"",""story"",""jab"",""pull"",""check""]","[""3 syllable words"",""Word games"",""Smaller version"",""Toy Story"",""Hi_"",""Boxing terms"",""_ out""]"
863,863,"[""BRAIN"",""HEART"",""KIDNEY"",""LIMA"",""POLISH"",""FILE"",""SAW"",""RING""]","[""SOUGHT AFTER IN “THE WIZARD OF OZ”"",""ORGANS"",""BEANS"",""WORDS WITH TWO PRONUNCIATIONS"",""MANICURE STEPS"",""TOOLS"",""HORROR FRANCHISES""]"
864,864,"[""HISS"",""BOO"",""SUGAR"",""ICE"",""GREEN"",""SCARLET"",""LOVE"",""RIGHT""]","[""TAUNTS"",""TERMS OF ENDEARMENT"",""CUBE-SHAPED"",""___LAND"",""CLUE CHARACTERS"",""___ LETTER"",""___ TRIANGLE""]"
865,865,"[""EGGPLANT"",""CUCUMBER"",""CORN"",""BEET"",""CARDINAL"",""SWIFT"",""MARS"",""CRUNCH""]","[""VEGETABLES THAT ARE ALSO FRUITS"",""CROPS"",""VEGETABLES"",""THINGS THAT ARE RED"",""BIRDS"",""POP MEGASTARS"",""CHOCOLATE BARS""]"
866,866,"[""BOWTIE"",""SHELL"",""DOWN"",""LOW"",""SHORT"",""SPARE"",""COPY"",""PARROT""]","[""PASTA SHAPES"",""ANIMAL COVERINGS"",""SYNONYMS FOR SAD"",""INSUFFICIENT"",""SPARSE/LACKING"",""REPLACEMENT"",""SYNONYMS FOR IMITATE""]"
867,867,"[""JERK"",""WRENCH"",""KNIFE"",""RABBIT"",""HORSE"",""VAULT"",""SPRING"",""TAP""]","[""PULL"",""WEAPONS IN THE GAME CLUE"",""JACK ___"",""CHINESE ZODIAC ANIMALS"",""GYMNASTICS APPARATUS"",""JUMP INTO THE AIR"",""WATER SOURCES""]"
868,868,"[""ANSWER"",""WRIST"",""HIP"",""IN"",""BOOK"",""SPLIT"",""GLASS"",""PAPER""]","[""SILENT “W”"",""JOINTS"",""FASHIONABLE"",""SOCIAL MEDIA APP ENDINGS"",""DEPART QUICKLY"",""M. NIGHT SHYAMALAN MOVIES"",""RECYCLING CATEGORIES""]"
